amount,location,device,is_fraud
18221,delhi,android,0
47786,chennai,android,0
94261,delhi,web,1
59256,chennai,android,0
77054,delhi,web,1
91746,bangalore,web,1
3304,delhi,web,0
55278,kolkata,iphone,0
36975,mumbai,android,0
97406,mumbai,iphone,1
37678,bangalore,android,0
89381,delhi,iphone,1
96016,mumbai,android,1
74714,mumbai,iphone,0
24168,bangalore,iphone,1
51091,kolkata,web,0
59879,mumbai,web,0
86891,bangalore,android,1
55791,chennai,web,0
80974,mumbai,android,1
52620,delhi,iphone,0
11846,chennai,web,0
54724,mumbai,iphone,0
81403,chennai,android,1
82701,chennai,iphone,0
23251,bangalore,android,0
98859,bangalore,iphone,0
32472,chennai,iphone,0
15600,chennai,web,0
23217,chennai,android,0
42416,chennai,iphone,1
56652,kolkata,iphone,0
72130,chennai,android,1
28231,kolkata,iphone,0
68420,chennai,web,0
4539,mumbai,iphone,0
91461,bangalore,iphone,1
15444,mumbai,android,0
9061,delhi,web,0
47276,chennai,web,0
7291,kolkata,web,0
80563,delhi,android,0
86766,kolkata,iphone,1
5595,mumbai,iphone,0
95122,bangalore,web,1
69939,delhi,web,0
3648,kolkata,web,0
1166,mumbai,web,0
42774,bangalore,android,0
47337,chennai,iphone,0
90845,chennai,web,1
27611,chennai,android,0
80049,mumbai,android,1
57553,bangalore,android,0
72203,chennai,iphone,1
83127,bangalore,iphone,1
18511,kolkata,web,0
21901,bangalore,web,0
26926,chennai,iphone,0
13699,chennai,iphone,0
27181,bangalore,android,0
13890,bangalore,iphone,0
2314,mumbai,android,0
56362,chennai,android,0
8002,chennai,web,0
91789,kolkata,android,0
54293,chennai,web,0
73712,mumbai,web,1
34155,bangalore,iphone,0
95764,chennai,web,1
47714,bangalore,iphone,0
11364,chennai,android,0
71361,delhi,web,0
20059,mumbai,android,0
68425,delhi,iphone,1
76004,kolkata,android,0
67497,mumbai,android,0
90565,kolkata,iphone,0
5209,chennai,android,0
81966,chennai,iphone,1
88663,bangalore,web,1
8030,mumbai,web,0
8543,bangalore,android,0
63914,mumbai,iphone,0
54780,mumbai,web,0
80744,chennai,android,1
57155,bangalore,iphone,0
12449,mumbai,web,0
7200,chennai,iphone,0
65861,delhi,web,0
38811,bangalore,android,0
5451,bangalore,iphone,0
34972,delhi,web,0
28942,mumbai,android,0
92884,chennai,android,1
23654,chennai,iphone,0
57641,kolkata,web,0
66325,bangalore,iphone,0
7599,bangalore,web,0
7305,bangalore,web,0
50061,delhi,android,0
47729,chennai,web,0
8142,kolkata,web,0
13919,chennai,web,0
1760,delhi,iphone,0
32844,bangalore,android,0
1819,chennai,web,0
55835,mumbai,android,0
11807,mumbai,iphone,0
52341,mumbai,web,0
90197,kolkata,iphone,1
80185,chennai,android,1
58291,kolkata,web,0
29309,kolkata,android,0
8699,kolkata,iphone,0
60976,delhi,web,1
84420,delhi,android,1
1182,delhi,android,0
95565,delhi,iphone,1
51167,chennai,android,0
40553,chennai,iphone,0
3858,chennai,android,0
64608,bangalore,android,0
33780,kolkata,iphone,0
69748,kolkata,android,0
71435,kolkata,iphone,1
99326,bangalore,web,1
15173,delhi,android,0
84873,chennai,iphone,1
99670,kolkata,iphone,1
34570,bangalore,android,0
41346,mumbai,android,0
79055,chennai,web,1
10831,mumbai,web,0
49471,kolkata,android,0
75786,chennai,web,1
33187,delhi,android,1
95205,delhi,iphone,1
22719,delhi,android,0
27929,chennai,android,0
33431,chennai,web,0
29098,chennai,iphone,0
49608,delhi,iphone,0
18310,kolkata,web,0
11372,mumbai,android,0
2375,mumbai,android,0
73061,kolkata,web,0
67320,mumbai,iphone,0
3808,bangalore,web,0
90949,kolkata,web,1
65679,bangalore,iphone,1
20185,delhi,web,0
26535,kolkata,android,0
53973,kolkata,iphone,1
21735,mumbai,iphone,0
25717,bangalore,android,0
71359,chennai,android,1
59654,chennai,android,0
47869,mumbai,web,0
94661,chennai,web,1
51482,delhi,web,0
8854,kolkata,web,0
98367,chennai,web,1
81440,kolkata,android,0
13323,bangalore,android,0
86150,bangalore,android,1
60159,mumbai,iphone,0
90178,mumbai,iphone,0
10061,kolkata,android,0
64851,chennai,iphone,0
15771,mumbai,android,0
77386,chennai,android,0
52293,kolkata,web,1
20855,bangalore,iphone,0
79483,mumbai,web,0
65583,mumbai,web,0
75796,kolkata,android,0
96392,bangalore,android,1
17132,bangalore,web,0
56729,mumbai,web,0
12633,bangalore,android,0
78218,kolkata,iphone,1
6136,delhi,iphone,0
33617,kolkata,iphone,0
5272,chennai,web,0
19710,mumbai,web,0
71883,chennai,web,0
84932,bangalore,iphone,1
83745,chennai,iphone,0
64167,chennai,iphone,1
77978,chennai,iphone,0
31293,kolkata,iphone,0
68563,chennai,android,0
31785,bangalore,web,0
29226,chennai,android,0
98616,bangalore,android,1
85190,mumbai,web,0
39084,delhi,web,0
12993,bangalore,android,0
85214,chennai,web,1
25623,chennai,iphone,0
59168,bangalore,web,0
83808,bangalore,web,0
5699,delhi,android,0
6709,mumbai,android,0
1266,chennai,web,0
99107,chennai,iphone,1
51485,chennai,android,0
82194,chennai,android,1
85158,mumbai,android,0
95073,kolkata,web,0
47521,mumbai,android,1
98258,bangalore,web,1
36999,kolkata,android,0
91454,mumbai,web,0
83758,chennai,iphone,1
57172,chennai,android,0
15499,chennai,web,0
52811,chennai,android,0
97762,bangalore,iphone,1
1372,chennai,iphone,0
84310,mumbai,web,1
753,chennai,iphone,0
38100,chennai,android,0
17977,delhi,iphone,0
7173,delhi,iphone,0
11581,kolkata,iphone,0
43586,kolkata,web,1
10340,delhi,web,0
11404,chennai,android,0
24739,kolkata,web,0
36692,bangalore,android,0
87156,chennai,web,1
66271,kolkata,iphone,0
23333,kolkata,android,0
95171,delhi,web,0
81474,kolkata,web,1
13373,chennai,iphone,0
25110,kolkata,web,0
73642,delhi,web,1
83867,kolkata,android,0
19193,mumbai,web,0
64297,mumbai,android,0
15688,chennai,web,0
70048,delhi,iphone,1
50306,mumbai,iphone,1
3685,kolkata,android,0
28386,chennai,iphone,0
94896,delhi,web,0
75251,chennai,iphone,1
79992,kolkata,android,1
13877,bangalore,iphone,0
61735,delhi,web,0
68970,bangalore,android,0
56137,kolkata,web,0
40573,delhi,android,0
68631,delhi,web,0
48880,delhi,web,1
80392,delhi,iphone,0
55715,kolkata,iphone,0
11014,mumbai,iphone,0
68564,delhi,android,0
73473,delhi,android,0
94038,chennai,web,1
86870,bangalore,web,0
16173,bangalore,web,0
8586,bangalore,android,0
53229,chennai,android,0
29419,bangalore,android,0
30356,bangalore,android,0
35530,delhi,android,1
35770,delhi,android,0
47743,delhi,iphone,0
38454,mumbai,android,0
46459,delhi,iphone,0
55592,bangalore,web,0
74844,kolkata,iphone,1
30569,delhi,android,0
27919,chennai,iphone,0
42080,kolkata,web,0
68200,mumbai,web,0
10961,mumbai,web,0
28247,delhi,web,0
21718,delhi,web,0
69703,mumbai,web,0
19702,kolkata,web,0
88283,delhi,android,0
49733,mumbai,iphone,0
26264,chennai,android,0
56712,delhi,web,0
52397,bangalore,android,0
71994,bangalore,iphone,1
71386,delhi,web,1
26693,delhi,android,0
23175,bangalore,iphone,0
39237,delhi,web,0
48068,delhi,android,0
28355,kolkata,web,0
10210,delhi,android,0
33067,chennai,iphone,0
50889,chennai,android,0
90151,chennai,iphone,1
734,chennai,iphone,0
9802,delhi,android,0
51594,kolkata,iphone,0
75690,bangalore,web,1
2883,chennai,iphone,0
93570,chennai,android,1
8877,chennai,web,0
20598,bangalore,android,0
48975,delhi,iphone,1
18882,mumbai,iphone,0
82651,bangalore,iphone,0
61003,kolkata,web,0
57685,bangalore,android,0
88377,kolkata,android,1
18237,mumbai,iphone,0
11487,mumbai,iphone,0
11064,chennai,android,0
82702,mumbai,iphone,0
43015,mumbai,web,0
9738,chennai,iphone,0
33316,kolkata,iphone,0
58013,kolkata,iphone,0
34344,delhi,iphone,0
11307,kolkata,web,0
36104,mumbai,web,0
86411,chennai,android,1
73204,kolkata,iphone,1
28,bangalore,web,0
55109,chennai,web,0
29684,mumbai,android,0
41230,kolkata,web,0
96105,kolkata,iphone,1
89892,bangalore,iphone,0
1989,chennai,iphone,0
81562,bangalore,iphone,0
35575,chennai,iphone,0
9427,mumbai,web,0
7847,delhi,android,0
38604,delhi,web,0
28934,bangalore,android,0
54365,mumbai,android,0
55902,chennai,iphone,0
3072,chennai,android,0
53612,delhi,web,0
77945,delhi,web,0
29484,kolkata,iphone,0
21590,chennai,iphone,0
80200,kolkata,web,0
87073,mumbai,web,1
69316,bangalore,android,0
67647,delhi,iphone,0
34290,mumbai,android,0
2617,kolkata,web,0
76461,chennai,iphone,1
91417,bangalore,android,1
42930,delhi,iphone,0
3725,delhi,iphone,0
50368,bangalore,iphone,0
48615,mumbai,web,1
14999,mumbai,android,0
49646,mumbai,android,0
27937,delhi,android,1
41983,mumbai,android,0
76968,mumbai,web,1
64664,kolkata,iphone,0
24791,bangalore,web,0
90460,bangalore,web,1
9593,chennai,web,0
45538,chennai,web,0
92417,delhi,web,1
83336,chennai,android,1
65599,mumbai,iphone,0
77278,delhi,iphone,0
81672,bangalore,android,1
12686,bangalore,iphone,0
69851,bangalore,web,0
67450,bangalore,web,0
89987,mumbai,android,1
45611,delhi,android,0
57724,chennai,iphone,0
89705,kolkata,iphone,1
2184,mumbai,android,0
36695,mumbai,android,0
52634,chennai,iphone,0
63343,delhi,iphone,0
40739,kolkata,iphone,0
20023,kolkata,android,0
68185,kolkata,iphone,0
71893,kolkata,iphone,0
84307,delhi,web,1
90275,delhi,web,1
76583,chennai,web,0
93850,bangalore,iphone,0
60938,chennai,android,0
17632,chennai,iphone,0
21057,mumbai,web,0
44693,mumbai,android,1
90642,chennai,iphone,0
79752,kolkata,android,0
42986,delhi,web,0
367,bangalore,android,0
28603,kolkata,web,0
57418,delhi,web,0
90595,bangalore,web,1
66919,bangalore,android,0
96451,delhi,iphone,0
82315,kolkata,android,1
55899,delhi,web,0
38193,mumbai,android,0
8200,bangalore,web,0
85203,chennai,iphone,0
49925,delhi,web,0
79509,mumbai,iphone,1
42962,chennai,iphone,0
70126,kolkata,web,0
56774,mumbai,web,0
3889,bangalore,iphone,0
28834,kolkata,iphone,0
24184,bangalore,web,0
36716,bangalore,iphone,0
57860,bangalore,web,0
77901,delhi,web,1
49643,kolkata,web,0
84185,mumbai,iphone,1
47229,bangalore,android,0
13524,delhi,iphone,0
67593,chennai,web,0
30730,bangalore,iphone,0
26813,chennai,android,0
75904,chennai,iphone,1
2021,kolkata,android,0
6346,chennai,web,0
6515,delhi,android,0
78571,bangalore,iphone,1
1569,chennai,iphone,0
43204,delhi,android,1
9919,delhi,web,0
64546,mumbai,android,0
38475,bangalore,web,0
15718,bangalore,android,0
74172,delhi,android,0
82256,delhi,iphone,1
23556,chennai,web,0
7645,bangalore,web,0
61210,bangalore,iphone,0
81224,mumbai,iphone,1
77001,chennai,web,1
1548,bangalore,iphone,0
62101,bangalore,iphone,0
20550,mumbai,android,0
13709,mumbai,iphone,0
5410,kolkata,android,0
65709,chennai,web,0
33815,chennai,web,0
74015,bangalore,android,1
11323,kolkata,iphone,0
70096,kolkata,iphone,1
80942,bangalore,android,1
41782,chennai,web,0
27157,mumbai,web,0
53085,chennai,android,0
11607,delhi,iphone,0
12221,chennai,web,0
60212,bangalore,web,0
77314,delhi,web,0
80147,delhi,android,1
2195,mumbai,android,0
87891,bangalore,iphone,1
99750,bangalore,web,0
24918,mumbai,iphone,0
41691,chennai,android,0
24181,chennai,web,1
28600,kolkata,iphone,0
54058,bangalore,iphone,0
60771,kolkata,android,0
49917,kolkata,web,0
3098,bangalore,web,0
8754,kolkata,iphone,0
53740,mumbai,android,0
76879,kolkata,iphone,1
65175,chennai,iphone,0
19082,mumbai,iphone,0
24324,delhi,android,0
37288,chennai,iphone,0
55707,kolkata,iphone,0
5780,bangalore,android,0
32965,kolkata,web,0
50657,mumbai,android,0
81570,chennai,iphone,1
21902,kolkata,iphone,0
37827,chennai,web,0
31359,bangalore,iphone,0
54743,chennai,iphone,0
10032,bangalore,iphone,0
69003,bangalore,android,1
21946,delhi,iphone,0
81683,chennai,iphone,1
18620,delhi,android,0
67032,bangalore,iphone,0
4704,kolkata,android,0
1533,delhi,android,0
98965,kolkata,iphone,0
51012,mumbai,iphone,0
77563,bangalore,android,1
30123,kolkata,web,0
71413,delhi,web,1
31662,kolkata,iphone,0
71887,delhi,web,1
24750,chennai,android,0
3675,delhi,android,0
21974,delhi,android,1
25297,chennai,web,0
27989,chennai,android,0
50630,bangalore,iphone,0
78758,mumbai,iphone,1
89433,delhi,iphone,1
78403,chennai,web,1
44342,mumbai,android,0
17272,bangalore,android,0
50484,kolkata,web,0
79993,kolkata,web,1
38463,chennai,iphone,1
70102,chennai,web,1
83825,mumbai,iphone,1
64739,bangalore,android,0
72938,bangalore,android,1
95965,kolkata,iphone,1
57532,mumbai,iphone,0
46117,mumbai,web,0
61056,delhi,iphone,0
80185,chennai,android,1
83392,delhi,android,0
83776,kolkata,android,1
60465,delhi,web,0
5865,delhi,android,0
20545,delhi,iphone,0
34087,kolkata,iphone,1
89919,delhi,android,1
85911,chennai,android,1
79922,mumbai,iphone,1
40974,bangalore,web,0
7386,mumbai,web,0
14907,bangalore,android,0
21095,delhi,web,0
12636,mumbai,iphone,0
71435,delhi,web,1
73009,delhi,web,0
59696,kolkata,web,0
21333,delhi,iphone,0
60462,chennai,web,1
96894,mumbai,android,0
70781,chennai,android,1
3023,kolkata,android,0
37310,bangalore,iphone,0
62650,chennai,android,0
56621,chennai,iphone,0
8189,chennai,web,0
11983,mumbai,web,0
81478,mumbai,android,1
37717,delhi,web,0
62873,mumbai,android,0
20081,delhi,web,0
76279,delhi,iphone,1
68647,bangalore,web,0
72468,chennai,web,0
70031,bangalore,web,1
55678,bangalore,web,0
11674,kolkata,iphone,0
28436,chennai,iphone,0
53102,kolkata,iphone,0
42751,bangalore,web,0
60570,kolkata,android,0
15069,mumbai,android,0
21655,kolkata,web,1
62931,chennai,android,1
30870,chennai,iphone,1
87388,kolkata,iphone,1
84375,mumbai,android,0
45594,mumbai,android,0
49583,kolkata,android,0
80827,mumbai,android,1
42708,chennai,iphone,0
20102,mumbai,web,0
98611,mumbai,android,0
66449,kolkata,web,0
69326,bangalore,web,0
57193,kolkata,android,0
43862,bangalore,web,1
8769,kolkata,iphone,0
71843,bangalore,iphone,0
97505,chennai,android,1
90299,kolkata,android,1
23318,kolkata,android,0
14068,chennai,web,0
84165,delhi,iphone,1
58622,mumbai,web,0
67848,bangalore,web,0
8112,delhi,android,0
28898,mumbai,web,1
54004,chennai,web,0
80683,kolkata,iphone,0
83279,mumbai,web,1
72493,bangalore,web,1
18778,kolkata,iphone,0
24626,mumbai,android,0
34824,kolkata,web,0
27605,kolkata,iphone,0
67023,kolkata,android,0
55679,delhi,android,0
49614,mumbai,iphone,0
13257,kolkata,android,0
75435,mumbai,android,1
37450,kolkata,android,0
80708,kolkata,iphone,1
32215,kolkata,android,0
97553,bangalore,android,1
51978,chennai,android,0
53820,bangalore,iphone,0
43700,kolkata,iphone,0
68203,kolkata,iphone,0
32005,chennai,android,0
47581,mumbai,web,1
16171,delhi,web,0
85423,kolkata,iphone,1
17993,kolkata,web,0
51277,bangalore,web,0
16381,delhi,iphone,0
87663,mumbai,web,0
31132,bangalore,iphone,0
28513,bangalore,web,0
24912,kolkata,android,0
17469,delhi,iphone,0
98872,delhi,android,1
81636,chennai,web,0
95777,bangalore,iphone,0
61187,chennai,web,0
63322,chennai,web,0
29228,mumbai,web,0
89086,mumbai,web,1
14146,delhi,web,0
66870,bangalore,web,0
1514,delhi,android,0
67836,kolkata,iphone,0
26738,kolkata,iphone,0
22704,mumbai,android,0
36868,chennai,android,1
75754,delhi,web,1
43256,kolkata,iphone,0
57091,kolkata,web,1
24056,bangalore,iphone,0
51962,kolkata,android,0
53034,chennai,iphone,0
62403,mumbai,iphone,0
66057,bangalore,web,0
41113,delhi,iphone,0
43948,delhi,iphone,1
3655,chennai,web,0
8467,kolkata,iphone,0
38102,bangalore,iphone,0
86227,kolkata,web,1
97551,mumbai,web,1
99780,mumbai,web,0
50549,bangalore,iphone,0
60082,kolkata,web,0
7788,bangalore,web,0
18091,kolkata,web,0
70811,mumbai,web,1
13455,bangalore,web,0
72452,delhi,android,1
48469,delhi,android,0
31294,kolkata,web,0
20484,mumbai,web,0
74555,bangalore,iphone,1
47194,kolkata,android,0
14611,chennai,iphone,0
59888,chennai,iphone,0
45317,delhi,iphone,1
53877,bangalore,android,0
44940,kolkata,android,0
90425,delhi,iphone,1
9759,bangalore,iphone,0
6648,kolkata,web,0
10051,mumbai,iphone,0
66551,kolkata,web,1
32773,bangalore,web,0
56154,bangalore,iphone,0
85847,kolkata,android,1
26245,delhi,iphone,0
56233,delhi,iphone,0
73286,chennai,web,1
91420,bangalore,android,1
46031,kolkata,iphone,0
31281,kolkata,iphone,0
24311,bangalore,iphone,0
85153,delhi,iphone,1
39045,chennai,web,0
89135,chennai,android,1
79208,bangalore,iphone,0
55458,mumbai,web,0
13963,chennai,iphone,0
97615,mumbai,web,0
75604,mumbai,android,1
60272,chennai,web,0
36514,kolkata,android,0
53889,chennai,iphone,0
52044,delhi,web,0
95401,kolkata,web,1
78205,bangalore,android,0
15758,mumbai,android,0
33880,kolkata,web,0
36373,bangalore,web,0
29740,delhi,android,0
8908,chennai,web,0
59100,bangalore,iphone,0
10162,kolkata,web,0
7265,bangalore,iphone,0
23062,delhi,android,1
17958,mumbai,iphone,0
79166,bangalore,iphone,1
79749,kolkata,android,0
66337,delhi,android,0
49975,kolkata,web,0
81918,delhi,android,1
12670,delhi,iphone,0
32819,chennai,iphone,0
56310,delhi,android,0
66971,delhi,web,0
77333,kolkata,android,1
56852,chennai,iphone,0
9490,mumbai,web,0
4665,delhi,iphone,0
60761,delhi,iphone,0
69437,delhi,iphone,0
74207,mumbai,iphone,1
11835,kolkata,android,0
67286,mumbai,iphone,0
57102,mumbai,web,0
55720,bangalore,android,0
60590,chennai,web,0
63963,bangalore,web,0
98651,kolkata,iphone,1
60054,mumbai,android,0
74022,bangalore,web,1
24651,mumbai,iphone,0
14103,delhi,web,0
67443,bangalore,web,1
52081,chennai,web,0
68638,chennai,web,0
57721,chennai,iphone,0
42197,mumbai,web,0
94709,chennai,web,1
15067,chennai,iphone,0
11289,kolkata,android,0
10467,mumbai,iphone,0
95595,mumbai,android,1
99532,delhi,iphone,1
40543,kolkata,android,0
23331,kolkata,android,0
70867,bangalore,android,0
53003,chennai,iphone,0
20521,chennai,iphone,0
95228,bangalore,web,1
9121,chennai,web,0
94033,delhi,web,1
58575,bangalore,android,0
18553,delhi,iphone,0
43733,mumbai,iphone,0
73678,mumbai,web,0
67296,bangalore,iphone,0
98131,bangalore,android,1
11809,kolkata,iphone,0
2062,mumbai,android,0
81489,chennai,iphone,0
8468,mumbai,android,0
76073,chennai,android,1
85936,delhi,iphone,1
94188,chennai,iphone,1
56581,chennai,android,0
63767,bangalore,iphone,0
51912,kolkata,android,0
48773,chennai,iphone,0
95037,kolkata,android,1
44136,bangalore,web,0
7111,chennai,iphone,0
93994,chennai,android,0
84538,mumbai,iphone,1
65938,bangalore,iphone,0
24979,bangalore,android,0
50557,delhi,android,0
35168,chennai,iphone,0
74400,mumbai,iphone,1
90867,delhi,web,1
87340,bangalore,iphone,0
11810,mumbai,iphone,0
34952,bangalore,web,0
15986,chennai,iphone,0
9942,bangalore,web,0
35869,bangalore,web,0
63014,delhi,web,0
20669,chennai,web,0
76745,delhi,iphone,1
53213,chennai,web,0
27719,chennai,android,0
4268,chennai,iphone,0
18531,chennai,android,0
4438,mumbai,web,0
52112,kolkata,android,0
2598,delhi,web,0
88838,bangalore,web,1
65609,mumbai,web,0
5045,chennai,iphone,0
5313,bangalore,iphone,0
46745,mumbai,android,0
77073,chennai,web,0
70430,delhi,android,0
36778,chennai,web,0
75089,mumbai,iphone,1
41827,delhi,android,0
89104,bangalore,android,1
4546,bangalore,android,0
9158,bangalore,android,0
10206,chennai,android,0
7429,chennai,iphone,0
2787,delhi,android,0
78031,delhi,web,1
53209,kolkata,iphone,0
94160,bangalore,android,0
83521,delhi,web,1
7272,bangalore,iphone,0
8640,kolkata,web,0
90109,mumbai,web,1
56326,chennai,iphone,0
35764,chennai,iphone,0
17842,kolkata,web,0
43456,bangalore,web,0
88994,kolkata,android,1
1314,delhi,android,0
3170,delhi,web,0
63987,kolkata,iphone,0
11510,bangalore,iphone,0
57353,delhi,iphone,0
46808,mumbai,web,0
1173,bangalore,android,0
83821,bangalore,web,0
7243,delhi,web,0
21514,kolkata,android,0
45166,bangalore,web,0
1043,mumbai,android,0
5999,kolkata,android,0
11340,delhi,iphone,0
66662,delhi,android,0
66698,bangalore,android,0
70064,delhi,web,1
66595,bangalore,iphone,0
54717,bangalore,android,0
75541,chennai,iphone,1
26122,mumbai,android,0
44458,chennai,android,0
6963,mumbai,iphone,0
64617,bangalore,android,0
53090,bangalore,android,0
84066,chennai,android,1
97691,chennai,iphone,1
93867,bangalore,android,0
7589,kolkata,iphone,0
92953,mumbai,android,0
91701,kolkata,iphone,1
83312,mumbai,android,1
41985,mumbai,web,0
51267,bangalore,android,0
28226,delhi,web,0
36384,mumbai,web,0
75504,delhi,android,1
32851,kolkata,android,0
27794,bangalore,android,0
43738,mumbai,android,0
62245,chennai,android,0
8275,delhi,iphone,0
95576,bangalore,android,1
52047,mumbai,iphone,0
1934,delhi,iphone,0
92822,chennai,android,1
60800,delhi,iphone,0
26829,mumbai,web,0
66127,bangalore,android,1
33389,kolkata,iphone,0
20492,mumbai,web,0
93131,kolkata,web,1
14324,mumbai,iphone,0
64051,mumbai,android,0
51042,delhi,android,0
80582,chennai,android,1
55394,kolkata,iphone,0
62946,bangalore,web,0
59467,kolkata,web,0
84202,mumbai,iphone,1
5495,mumbai,android,0
62688,delhi,web,0
63351,mumbai,android,0
13792,delhi,iphone,0
91333,chennai,android,1
85155,delhi,web,0
24739,bangalore,web,0
84168,delhi,web,1
66749,mumbai,iphone,0
99288,chennai,web,1
78939,kolkata,iphone,0
17067,chennai,web,0
37584,mumbai,android,0
59961,bangalore,android,0
6221,delhi,android,0
82081,delhi,android,1
93263,delhi,iphone,1
32978,chennai,android,0
59211,delhi,web,0
59499,kolkata,web,0
23811,chennai,android,0
76818,kolkata,web,1
43723,chennai,web,0
86356,kolkata,iphone,1
52947,mumbai,iphone,0
47163,kolkata,android,0
67936,kolkata,web,0
41484,kolkata,android,0
18795,chennai,iphone,0
90769,bangalore,android,1
7074,kolkata,iphone,0
21931,delhi,android,0
16879,mumbai,android,0
87381,bangalore,iphone,1
33289,mumbai,android,0
91116,kolkata,android,1
18109,bangalore,android,1
59262,kolkata,android,0
77476,bangalore,iphone,0
58538,mumbai,web,1
35498,bangalore,web,0
86833,kolkata,iphone,1
14508,bangalore,iphone,0
82450,mumbai,android,0
23464,chennai,iphone,0
67765,chennai,web,0
22955,mumbai,iphone,0
47465,delhi,iphone,0
62169,delhi,web,0
15836,bangalore,android,0
28823,delhi,android,0
87501,bangalore,web,1
69158,chennai,android,0
51844,chennai,web,0
15444,delhi,iphone,0
4343,delhi,web,0
90760,mumbai,web,1
71416,chennai,iphone,1
60723,kolkata,iphone,0
85419,delhi,web,1
23895,chennai,web,0
8408,mumbai,iphone,0
77443,chennai,web,1
92396,kolkata,web,1
1468,kolkata,android,0
61706,chennai,web,0
65600,delhi,android,0
54343,bangalore,web,0
87359,delhi,android,1
9928,kolkata,iphone,0
40186,delhi,android,0
49780,chennai,web,0
63995,chennai,android,0
6248,bangalore,web,0
28258,bangalore,android,0
72390,chennai,android,0
47332,mumbai,iphone,0
15464,kolkata,web,0
19774,kolkata,android,0
42780,mumbai,web,0
7633,bangalore,iphone,0
75346,delhi,android,0
35505,kolkata,web,0
85122,mumbai,iphone,1
87698,mumbai,android,1
92599,delhi,android,1
82972,delhi,iphone,1
23341,chennai,web,0
34708,delhi,iphone,0
31812,mumbai,iphone,0
79792,delhi,web,1
80168,kolkata,iphone,0
7311,bangalore,web,0
67470,bangalore,android,0
10761,bangalore,iphone,0
20606,delhi,android,0
63835,chennai,web,0
24985,bangalore,iphone,0
3108,bangalore,iphone,0
75273,bangalore,web,1
86203,bangalore,android,1
64023,chennai,android,0
83614,kolkata,iphone,1
66110,kolkata,iphone,0
51656,kolkata,web,0
51903,delhi,android,0
13288,chennai,web,0
95767,delhi,web,1
73596,delhi,iphone,0
59254,mumbai,android,1
53566,delhi,iphone,0
98336,kolkata,android,0
42193,delhi,android,0
52435,chennai,android,0
20664,bangalore,web,0
38192,mumbai,web,0
23731,delhi,web,1
82431,chennai,android,1
94914,delhi,android,1
98982,kolkata,web,1
6887,delhi,iphone,0
10215,kolkata,web,0
94519,bangalore,web,0
55797,kolkata,web,0
38625,delhi,web,0
9167,bangalore,android,0
16614,delhi,iphone,0
83706,kolkata,web,1
97040,chennai,iphone,1
36776,kolkata,web,0
15805,delhi,android,0
2538,bangalore,web,0
85718,delhi,iphone,1
80303,chennai,web,0
7526,kolkata,android,0
76529,kolkata,web,1
45762,kolkata,iphone,0
58962,chennai,web,1
57279,kolkata,iphone,0
5766,delhi,android,0
92924,delhi,android,0
76106,kolkata,web,0
53533,chennai,android,0
87724,mumbai,iphone,1
61551,mumbai,iphone,0
51753,chennai,iphone,0
38846,bangalore,web,0
51208,chennai,iphone,0
22192,delhi,web,0
10631,delhi,iphone,0
88216,chennai,web,1
20736,kolkata,android,0
68029,kolkata,android,0
86699,delhi,web,1
93261,bangalore,iphone,0
11918,bangalore,iphone,0
79846,chennai,iphone,0
40656,bangalore,iphone,0
20224,chennai,web,0
19889,mumbai,iphone,0
67830,mumbai,web,1
34125,mumbai,iphone,0
25779,chennai,iphone,0
81292,chennai,android,1
19141,bangalore,iphone,0
52343,delhi,web,0
91092,delhi,android,1
3015,bangalore,android,0
55164,delhi,android,0
25760,chennai,iphone,0
55039,mumbai,iphone,0
47596,kolkata,web,0
15367,bangalore,android,0
6310,kolkata,iphone,0
8502,kolkata,android,0
5519,delhi,android,1
21056,bangalore,iphone,0
58734,bangalore,android,0
75135,bangalore,android,0
72503,kolkata,iphone,0
24628,kolkata,android,1
59677,bangalore,web,1
22572,bangalore,iphone,1
59577,chennai,web,0
43527,kolkata,iphone,0
19924,kolkata,android,0
78795,delhi,android,1
63144,mumbai,android,0
76022,chennai,android,1
59038,bangalore,iphone,0
72061,kolkata,web,1
8881,kolkata,iphone,0
2087,chennai,android,0
39703,mumbai,iphone,0
17366,bangalore,web,0
86970,delhi,web,0
65347,mumbai,iphone,0
42043,bangalore,iphone,0
43669,bangalore,android,0
28610,bangalore,android,0
88239,bangalore,iphone,1
10152,kolkata,web,0
92814,bangalore,iphone,1
14427,mumbai,iphone,0
64725,kolkata,web,0
98234,chennai,web,0
65338,mumbai,web,1
80194,delhi,web,1
65618,mumbai,iphone,0
28262,delhi,android,0
97834,delhi,android,1
54072,delhi,web,0
6943,kolkata,iphone,0
74405,bangalore,android,0
55589,mumbai,web,0
4955,kolkata,iphone,0
43181,kolkata,web,0
4819,kolkata,web,0
64206,bangalore,iphone,0
91960,mumbai,iphone,1
34337,bangalore,android,1
76108,kolkata,android,0
90730,kolkata,iphone,1
33580,mumbai,android,0
88105,mumbai,web,1
73618,bangalore,iphone,1
96369,chennai,android,0
51710,mumbai,android,0
71768,bangalore,android,1
73121,bangalore,android,1
79126,mumbai,android,0
80026,bangalore,android,1
90291,chennai,android,1
86634,mumbai,web,1
42346,delhi,web,0
13122,kolkata,iphone,0
66119,delhi,iphone,0
22934,chennai,web,0
34891,chennai,iphone,0
84961,chennai,android,1
20402,kolkata,iphone,1
91442,chennai,web,1
95220,chennai,iphone,1
